Channel,Frequency,Value,Label
C3,42,26.520806245154645,right
C3,43,26.336909836327568,right
C3,44,24.90086317451089,right
C3,45,22.98476174923078,right
C3,46,25.55560357233828,right
C3,47,25.75539091000801,right
C3,48,25.582341348517375,right
C3,49,26.522464851275352,right
C3,50,27.392988149678658,right
C3,51,27.023214018558566,right
C3,52,27.49974069689516,right
C3,53,27.339974243605987,right
C3,54,26.032710361705234,right
C3,55,25.886249912484203,right
C3,56,25.149943032354013,right
C3,57,24.242722550318284,right
F5,0,30.500907023625107,right
F5,1,31.977374514388984,right
F5,2,31.93835728442817,right
F5,3,30.778606598599893,right
F5,4,31.493943817499414,right
F5,5,31.762780727675466,right
F5,6,31.723895794919756,right
F5,7,31.73143710615588,right
F5,8,30.65672714913997,right
F5,9,30.035516251654983,right
F5,10,30.075472792018836,right
F5,11,28.992760997355678,right
F5,12,28.563413516779995,right
F5,13,29.34019461805173,right
F5,14,27.950138607376054,right
F5,15,28.54659302973371,right
F5,16,28.76551521848571,right
F5,17,27.79662990146281,right
F5,18,27.60540497463731,right
F5,19,26.734552146896966,right
F5,20,25.84476450139078,right
F5,21,25.98495289154772,right
F5,22,26.743599285522514,right
F5,23,27.41974708209448,right
F5,24,27.720475965942168,right
F5,25,28.239413545964794,right
F5,26,28.545122207019315,right
F5,27,28.911659155748907,right
F5,28,29.052424885632078,right
F5,29,28.682400623642273,right
F5,30,28.93809105099694,right
F5,31,28.21050406031894,right
F5,32,28.638310177529128,right
F5,33,28.812904486300557,right
F5,34,28.800711904814904,right
F5,35,29.095569717491834,right
F5,36,29.07458970641298,right
F5,37,30.03941327459924,right
F5,38,30.049818020730097,right
F5,39,30.60307243580638,right
F5,40,30.56164154690122,right
F5,41,30.07827985727601,right
F5,42,29.200314932092304,right
F5,43,29.770800789661152,right
F5,44,29.567993858764932,right
F5,45,28.463419993348662,right
F5,46,28.45518116996449,right
F5,47,27.815196494501716,right
F5,48,28.215643180320484,right
F5,49,29.046754239336693,right
F5,50,29.981766059661467,right
F5,51,29.938117064599407,right
F5,52,29.639464688239325,right
F5,53,30.420755500014693,right
F5,54,30.745973022229553,right
F5,55,30.739672077802954,right
F5,56,29.829305493888775,right
F5,57,29.83755597319241,right
PO3,0,39.812602558055815,right
PO3,1,39.96702115157744,right
PO3,2,40.04241231154022,right
PO3,3,38.54983036666761,right
PO3,4,35.329841867594894,right
PO3,5,35.00053876761229,right
PO3,6,33.069891302117114,right
PO3,7,33.185582655716665,right
PO3,8,29.953672594202693,right
PO3,9,28.558381889887357,right
PO3,10,28.43716809830219,right
PO3,11,28.505144570751998,right
PO3,12,30.815426126569342,right
PO3,13,31.165460285847733,right
PO3,14,30.430195956238137,right
PO3,15,30.56517960110504,right
PO3,16,30.663824174307983,right
PO3,17,31.063672981660446,right
PO3,18,30.920858343903546,right
PO3,19,30.742946993169223,right
PO3,20,28.417314522575722,right
PO3,21,28.68136715640185,right
PO3,22,28.339106606018053,right
PO3,23,28.06361389325335,right
PO3,24,27.729634709938637,right
PO3,25,27.848124669443788,right
PO3,26,27.84513563172707,right
PO3,27,29.108466060525817,right
PO3,28,29.272287280860716,right
PO3,29,29.11806559220736,right
PO3,30,29.562450732830623,right
PO3,31,28.75412738723813,right
PO3,32,28.78465714877889,right
PO3,33,29.09779347149284,right
PO3,34,28.550622774969533,right
PO3,35,28.480689730351237,right
PO3,36,28.39822532155671,right
PO3,37,29.255636811783162,right
PO3,38,29.95333315457659,right
PO3,39,31.31250800462128,right
PO3,40,31.306298143232297,right
PO3,41,31.10426926969039,right
PO3,42,30.904470659436953,right
PO3,43,31.64702270284373,right
PO3,44,31.673599293315213,right
PO3,45,30.79606534982797,right
PO3,46,30.21978043957671,right
PO3,47,29.832885376209028,right
PO3,48,30.1510267808203,right
PO3,49,30.78605660289393,right
PO3,50,31.439671675109786,right
PO3,51,31.271373978702997,right
PO3,52,30.97874153134341,right
PO3,53,31.78057513653739,right
PO3,54,31.9611416702157,right
PO3,55,31.9081748712727,right
PO3,56,30.970309869654663,right
PO3,57,30.97888681862507,right
PO4,0,30.066122502598237,right
PO4,1,30.63011653071173,right
PO4,2,30.58731022446803,right
PO4,3,29.927339965968727,right
PO4,4,28.36158854082248,right
PO4,5,29.204602444976477,right
PO4,6,29.20589483366583,right
PO4,7,29.23753480802876,right
PO4,8,28.43450631624613,right
PO4,9,28.207012925723816,right
PO4,10,27.49129094731037,right
PO4,11,27.203323131429578,right
PO4,12,28.97070757000224,right
PO4,13,29.137867902567137,right
PO4,14,29.849520894783673,right
PO4,15,30.025765246293293,right
PO4,16,30.20174016563079,right
PO4,17,29.95107507820262,right
PO4,18,29.51154397585867,right
PO4,19,29.43166189746044,right
PO4,20,27.491149025594282,right
PO4,21,26.725807133641865,right
PO4,22,26.22142441973112,right
PO4,23,26.329011988383847,right
PO4,24,27.1301004597213,right
PO4,25,27.646481212644524,right
PO4,26,27.995602509322772,right
PO4,27,28.948537045833064,right
PO4,28,29.149993382275472,right
PO4,29,29.01173809321453,right
PO4,30,29.382310020394605,right
PO4,31,28.74156266459058,right
PO4,32,28.893075234679095,right
PO4,33,29.375438274988504,right
PO4,34,29.167280783806824,right
PO4,35,29.77595152462378,right
PO4,36,29.815402269395616,right
PO4,37,30.44043893613995,right
PO4,38,29.94993709775398,right
PO4,39,31.136124434135727,right
PO4,40,31.091191944898,right
PO4,41,30.576981501654092,right
PO4,42,30.173814768050192,right
PO4,43,30.806156549588472,right
PO4,44,30.859735434984813,right
PO4,45,30.59953742776775,right
PO4,46,30.120435924844095,right
PO4,47,29.856676889809577,right
PO4,48,30.103522914259166,right
PO4,49,30.500749317091483,right
PO4,50,31.28397149987801,right
PO4,51,31.15185881785289,right
PO4,52,30.59830698675532,right
PO4,53,31.59670343138144,right
PO4,54,31.870754234447812,right
PO4,55,31.730016797531167,right
PO4,56,31.040923847609886,right
PO4,57,31.02629716296829,right
F6,0,34.39284814218203,right
F6,1,34.79112413800734,right
F6,2,34.521425930508045,right
F6,3,33.04472502620265,right
F6,4,32.82754616960571,right
F6,5,32.375857109790445,right
F6,6,31.27774600456516,right
F6,7,31.477087631500574,right
F6,8,30.894226102997386,right
F6,9,30.6129044048722,right
F6,10,29.655305824488,right
F6,11,29.048113986330087,right
F6,12,29.662722458886634,right
F6,13,29.567743137677247,right
F6,14,29.566716609735412,right
F6,15,28.54640067788704,right
F6,16,29.55461167504353,right
F6,17,28.839213159255426,right
F6,18,28.85061608971286,right
F6,19,29.00282299572925,right
F6,20,28.17378006167523,right
F6,21,28.35566767462773,right
F6,22,27.892167275974558,right
F6,23,27.630174813591513,right
F6,24,27.472126568375383,right
F6,25,27.67504541787229,right
F6,26,27.280150558856203,right
F6,27,27.783983432752187,right
F6,28,27.79847087682736,right
F6,29,27.84264306896346,right
F6,30,28.115248326421515,right
F6,31,27.20767587145938,right
F6,32,27.431841233726576,right
F6,33,27.922014736615388,right
F6,34,28.412261805537348,right
F6,35,29.240471213113995,right
F6,36,29.290257167931436,right
F6,37,29.637760171538613,right
F6,38,29.830357713654088,right
F6,39,30.99837961450092,right
F6,40,30.96211109218624,right
F6,41,30.604757990651517,right
F6,42,30.080930686381965,right
F6,43,30.228217054414195,right
F6,44,30.421718766325945,right
F6,45,29.849257508555436,right
F6,46,29.98365673079374,right
F6,47,29.716227234644638,right
F6,48,30.244928915708606,right
F6,49,30.053118171054486,right
F6,50,31.326835918101857,right
F6,51,31.094878676428387,right
F6,52,30.392587409511588,right
F6,53,30.78948673000592,right
F6,54,30.9110029133179,right
F6,55,30.879122111404655,right
F6,56,30.26158671605579,right
F6,57,30.110553203124883,right
CP4,0,26.749614394242883,right
CP4,1,28.420107766602747,right
CP4,2,29.207210670903486,right
CP4,3,29.100352345957905,right
CP4,4,27.959584145658702,right
CP4,5,29.160698533976234,right
CP4,6,29.10704303319462,right
CP4,7,29.23190089229982,right
CP4,8,28.36936841437495,right
CP4,9,27.755096747847592,right
CP4,10,26.85737472451922,right
CP4,11,26.70699258827709,right
CP4,12,28.261459918250456,right
CP4,13,29.145876359877274,right
CP4,14,29.499735888003748,right
CP4,15,29.855979084837546,right
CP4,16,30.31687153534343,right
CP4,17,30.106514051991525,right
CP4,18,29.80566295838505,right
CP4,19,29.81755533750318,right
CP4,20,27.753252300982794,right
CP4,21,27.676971755588106,right
CP4,22,27.58431785362804,right
CP4,23,27.813900006288527,right
CP4,24,28.329106988164114,right
CP4,25,28.5875095636968,right
CP4,26,28.88143481718068,right
CP4,27,29.47531759762786,right
CP4,28,29.386257462251372,right
CP4,29,29.14662840004073,right
CP4,30,29.39335362064479,right
CP4,31,28.79046268712298,right
CP4,32,29.052765530075476,right
CP4,33,29.50413701253858,right
CP4,34,29.538215618780974,right
CP4,35,29.965374893652218,right
CP4,36,29.92949942751936,right
CP4,37,30.564346536820743,right
CP4,38,30.04502432236295,right
CP4,39,31.150255516191976,right
CP4,40,31.066055941383006,right
CP4,41,30.400717966622274,right
CP4,42,30.2131152199056,right
CP4,43,30.885321717102237,right
CP4,44,30.909029691691924,right
CP4,45,30.564195156786162,right
CP4,46,30.279028324027443,right
CP4,47,29.848674419967956,right
CP4,48,30.080148423824365,right
CP4,49,30.308781542991603,right
CP4,50,31.13912216314015,right
CP4,51,30.953476377433784,right
CP4,52,30.54785190187877,right
CP4,53,31.562735443349958,right
CP4,54,31.738529776709864,right
CP4,55,31.68203082572182,right
CP4,56,30.988335584767395,right
CP4,57,30.926798722781616,right
CP3,0,32.225744756895345,right
CP3,1,33.010001721672076,right
CP3,2,32.691766857060294,right
CP3,3,32.458792789600125,right
CP3,4,30.869610968305402,right
CP3,5,30.50898185016819,right
CP3,6,31.567676329126314,right
CP3,7,31.93618155258456,right
CP3,8,31.51091440038051,right
CP3,9,31.337237520629955,right
CP3,10,31.457610160102952,right
CP3,11,32.349083928486316,right
CP3,12,31.041906233653116,right
CP3,13,31.191942665355647,right
CP3,14,32.07502012180609,right
CP3,15,35.03100604142107,right
CP3,16,35.8018251434624,right
CP3,17,36.16765752707082,right
CP3,18,35.93479268312987,right
CP3,19,35.892837682261714,right
CP3,20,35.71778940492506,right
CP3,21,35.293232759471124,right
CP3,22,34.57475260979066,right
CP3,23,32.797467647397795,right
CP3,24,31.87085150140249,right
CP3,25,31.88570087907522,right
CP3,26,31.762795623038727,right
CP3,27,32.37372147267942,right
CP3,28,31.693809840022755,right
CP3,29,31.780403843841118,right
CP3,30,31.43864761142733,right
CP3,31,30.96310875933783,right
CP3,32,29.024646574424203,right
CP3,33,28.418606763350603,right
CP3,34,27.712736460690884,right
CP3,35,27.49581527618034,right
CP3,36,29.367682298162933,right
CP3,37,28.79078835990662,right
CP3,38,28.71327184484652,right
CP3,39,29.918736255027433,right
CP3,40,30.06992966496111,right
CP3,41,31.392950636998055,right
CP3,42,31.617873199882958,right
CP3,43,30.785324771514162,right
CP3,44,31.303986173856686,right
CP3,45,33.008250605505026,right
CP3,46,34.068820522535106,right
CP3,47,33.712649705993286,right
CP3,48,33.570956773998574,right
CP3,49,34.43638373222583,right
CP3,50,34.451526292141736,right
CP3,51,34.85447824283511,right
CP3,52,35.46490118408063,right
CP3,53,34.790520719388084,right
CP3,54,34.53377731095201,right
CP3,55,34.16271201195399,right
CP3,56,33.607572690145886,right
CP3,57,33.42257140007342,right
C3,0,38.01432125641515,right
C3,1,38.72566730241938,right
C3,2,39.11649728580212,right
C3,3,37.1649443525141,right
C3,4,37.28307681834768,right
C3,5,38.65048574966319,right
C3,6,38.669447717591055,right
C3,7,38.82613764913109,right
C3,8,38.45925667995299,right
C3,9,37.86250205511885,right
C3,10,36.68362098030703,right
C3,11,36.18676839321558,right
C3,12,34.493110962641495,right
C3,13,32.36434709577189,right
C3,14,33.00725627215945,right
C3,15,31.906978378888013,right
C3,16,33.2546474211777,right
C3,17,33.831155852668395,right
C3,18,33.46350612767918,right
C3,19,33.6193995290978,right
C3,20,33.63330188214337,right
C3,21,33.453281615117604,right
C3,22,32.557594840205226,right
C3,23,32.31705869393796,right
C3,24,29.933712180347108,right
C3,25,30.288243070863427,right
C3,26,29.526461721323262,right
C3,27,29.73985800349898,right
C3,28,30.72063372720859,right
C3,29,30.271201956925665,right
C3,30,30.81367785654624,right
C3,31,31.076654743348055,right
C3,32,30.886549918503256,right
C3,33,30.091425625267473,right
C3,34,29.908433080878126,right
C3,35,27.74762729966413,right
C3,36,27.115639150520025,right
C3,37,27.297877493571328,right
C3,38,27.056900989998415,right
C3,39,27.033275417436112,right
C3,40,27.85614990211924,right
C3,41,28.421242128710247,right
C3,42,28.77663301296988,right
C3,43,29.06752680163367,right
C3,44,29.268194163599105,right
C3,45,28.462280721440933,right
C3,46,28.492870087395566,right
C3,47,27.953318340879534,right
C3,48,27.67116747041356,right
C3,49,26.06878522280327,right
C3,50,25.84989404153177,right
C3,51,25.661300465462652,right
C3,52,25.489599559023155,right
C3,53,26.077619784355296,right
C3,54,26.45101229560941,right
C3,55,26.862095041795286,right
C3,56,27.29288241811951,right
C3,57,27.549149772391903,right
F5,0,31.390565451246005,right
F5,1,31.36267591488941,right
F5,2,32.07288623230059,right
F5,3,31.039232916639566,right
F5,4,29.472749251036024,right
F5,5,28.56558560528093,right
F5,6,27.884750937702684,right
F5,7,27.226906885369495,right
F5,8,26.97858003742272,right
F5,9,24.96619345300597,right
F5,10,25.494059290327677,right
F5,11,26.495500277609647,right
F5,12,26.436225900105836,right
F5,13,26.82044650225511,right
F5,14,27.92329597578991,right
F5,15,28.221158465773044,right
F5,16,28.705983099398264,right
F5,17,28.813591549648887,right
F5,18,29.927008395422693,right
F5,19,30.62398282397622,right
F5,20,31.208129034544946,right
F5,21,31.5813999570123,right
F5,22,31.310660421401217,right
F5,23,32.01793453770856,right
F5,24,32.6232865656651,right
F5,25,32.53465350210313,right
F5,26,31.558160164721105,right
F5,27,31.54601129175855,right
F5,28,31.268312307756577,right
F5,29,29.928372465824708,right
F5,30,29.62861631123424,right
F5,31,27.449244544690693,right
F5,32,26.449575316941267,right
F5,33,26.289336518980505,right
F5,34,25.306961559877692,right
F5,35,26.030591304535577,right
F5,36,26.722701836503372,right
F5,37,27.011028682503255,right
F5,38,28.490432557179318,right
F5,39,29.2373177830752,right
F5,40,30.053546979772605,right
F5,41,30.91065441878378,right
F5,42,30.97939039756333,right
F5,43,31.569790909503443,right
F5,44,31.962646290364543,right
F5,45,32.19485242190456,right
F5,46,32.20681830195325,right
F5,47,32.38212232285649,right
F5,48,32.19056766542995,right
F5,49,32.11276462902912,right
F5,50,31.880725442894892,right
F5,51,31.33893509965537,right
F5,52,30.9085688507407,right
F5,53,30.044325484201032,right
F5,54,29.00476729814568,right
F5,55,28.86454591878259,right
F5,56,27.77613611467785,right
F5,57,27.42223215160065,right
PO3,0,34.01122068327301,right
PO3,1,34.697685152494714,right
PO3,2,34.87535776302111,right
PO3,3,33.92987958060037,right
PO3,4,32.38677045353474,right
PO3,5,31.73589672026505,right
PO3,6,30.153777706142343,right
PO3,7,28.58825396743892,right
PO3,8,27.087776511549077,right
PO3,9,25.828441692580867,right
PO3,10,26.073835401150276,right
PO3,11,27.567997597526364,right
PO3,12,27.68460558224275,right
PO3,13,28.272761566565077,right
PO3,14,27.957956127851137,right
PO3,15,28.884300439304127,right
PO3,16,30.976643438156106,right
PO3,17,31.271827404217618,right
PO3,18,31.626020523950828,right
PO3,19,32.00686540442409,right
PO3,20,32.213336907613424,right
PO3,21,33.07501680843107,right
PO3,22,32.79778896759791,right
PO3,23,31.814694820411958,right
PO3,24,32.251112531723074,right
PO3,25,32.17718637224693,right
PO3,26,32.037416850593196,right
PO3,27,31.59835291691675,right
PO3,28,30.813037778822782,right
PO3,29,30.409254194963058,right
PO3,30,30.30574273998873,right
PO3,31,28.82289845458377,right
PO3,32,28.333221996393725,right
PO3,33,27.098831430963386,right
PO3,34,24.27331281462775,right
PO3,35,26.678977578784316,right
PO3,36,26.916925373253147,right
PO3,37,27.203317624917084,right
PO3,38,28.629569025671078,right
PO3,39,28.898564620791962,right
PO3,40,30.290839822608596,right
PO3,41,31.202326486579434,right
PO3,42,31.326801425105195,right
PO3,43,32.150727926593,right
PO3,44,32.577816049622164,right
PO3,45,32.88584318293274,right
PO3,46,33.112774177122006,right
PO3,47,33.2950433907003,right
PO3,48,33.06546386075334,right
PO3,49,33.1205233992803,right
PO3,50,32.878166477789684,right
PO3,51,32.307436359501274,right
PO3,52,31.922816746533943,right
PO3,53,31.12400148815375,right
PO3,54,30.694172959101195,right
PO3,55,30.277700410326815,right
PO3,56,28.695067779488074,right
PO3,57,28.118254773966292,right
PO4,0,32.101567026636666,right
PO4,1,32.66098790108483,right
PO4,2,32.83895567645979,right
PO4,3,31.968613185798187,right
PO4,4,30.867331336926597,right
PO4,5,30.34851785026607,right
PO4,6,28.92270473961798,right
PO4,7,25.32799469598413,right
PO4,8,23.228007669415152,right
PO4,9,22.679314463612883,right
PO4,10,23.623235629727056,right
PO4,11,24.73377466635717,right
PO4,12,25.25088657675272,right
PO4,13,26.60327616270639,right
PO4,14,27.993377681156204,right
PO4,15,29.025708597753457,right
PO4,16,30.888795548058606,right
PO4,17,31.01022208327795,right
PO4,18,31.591429087507663,right
PO4,19,32.03303782690747,right
PO4,20,32.22783158539663,right
PO4,21,32.95765031157001,right
PO4,22,32.77133128325306,right
PO4,23,32.60356644806273,right
PO4,24,32.32592819451926,right
PO4,25,32.313204426223756,right
PO4,26,32.30041886179204,right
PO4,27,31.994580108874008,right
PO4,28,30.482249947571102,right
PO4,29,30.17878684564532,right
PO4,30,29.96351314362313,right
PO4,31,27.744148950894783,right
PO4,32,27.472694243310897,right
PO4,33,26.959470736064645,right
PO4,34,25.5296696664444,right
PO4,35,26.930744200386005,right
PO4,36,26.78327230260698,right
PO4,37,26.888121705580836,right
PO4,38,29.285953029693992,right
PO4,39,29.563300255611146,right
PO4,40,30.438928616354794,right
PO4,41,31.239158225693803,right
PO4,42,31.44389354873628,right
PO4,43,32.3585786999036,right
PO4,44,32.741340881158735,right
PO4,45,32.75922180149926,right
PO4,46,32.935412989468816,right
PO4,47,33.1106030533734,right
PO4,48,33.03487462447545,right
PO4,49,33.12279392040273,right
PO4,50,32.756462302827316,right
PO4,51,32.25531527087323,right
PO4,52,31.897340784445177,right
PO4,53,31.220527469760317,right
PO4,54,30.535128123601606,right
PO4,55,30.117691024788353,right
PO4,56,28.664943015201345,right
PO4,57,28.290675867082804,right
F6,0,34.92123718209128,right
F6,1,34.876075631627984,right
F6,2,35.064721427545,right
F6,3,34.764019335378826,right
F6,4,33.85813009688023,right
F6,5,33.17399489142541,right
F6,6,29.276561401669987,right
F6,7,28.62999249882124,right
F6,8,28.41168475940817,right
F6,9,24.92942537392098,right
F6,10,26.281218789658784,right
F6,11,27.18589900281024,right
F6,12,26.815526971884275,right
F6,13,28.26154201255402,right
F6,14,27.89161346404483,right
F6,15,28.398084912963007,right
F6,16,30.502580198194988,right
F6,17,30.462867217207894,right
F6,18,31.177716996438214,right
F6,19,31.73477506951436,right
F6,20,31.77818514053829,right
F6,21,32.43127865135278,right
F6,22,32.30915604994042,right
F6,23,32.569541396971694,right
F6,24,32.09792459433372,right
F6,25,31.86161203071782,right
F6,26,31.29882969423965,right
F6,27,30.711350874695796,right
F6,28,30.348910279638048,right
F6,29,29.247965817554288,right
F6,30,29.101253594323563,right
F6,31,26.795547554850053,right
F6,32,26.884710139416068,right
F6,33,27.076745047111856,right
F6,34,25.797261013174136,right
F6,35,25.88190161991582,right
F6,36,25.22805275006305,right
F6,37,25.08904890311111,right
F6,38,27.896984573632633,right
F6,39,27.98326079242404,right
F6,40,28.468123135612768,right
F6,41,29.601811971821302,right
F6,42,29.70948812165092,right
F6,43,30.64398109613354,right
F6,44,31.18745839452911,right
F6,45,31.516184012722206,right
F6,46,31.894082846091408,right
F6,47,32.02822015259797,right
F6,48,32.59080508307854,right
F6,49,32.60063144230102,right
F6,50,32.33125863608915,right
F6,51,31.975951056474624,right
F6,52,31.69782215487998,right
F6,53,30.94850553387355,right
F6,54,29.74888260654661,right
F6,55,29.382358851906588,right
F6,56,27.424034691216313,right
F6,57,26.900592634434677,right
CP4,0,32.809000734837525,right
CP4,1,33.14336968491879,right
CP4,2,33.26324109907802,right
CP4,3,32.25870696907603,right
CP4,4,31.17032202838351,right
CP4,5,30.643210361467727,right
CP4,6,28.979850734594503,right
CP4,7,25.36168339519961,right
CP4,8,24.867271449874046,right
CP4,9,22.895806864454947,right
CP4,10,23.279864602869914,right
CP4,11,24.646399485288136,right
CP4,12,25.20444660622204,right
CP4,13,26.51136227317419,right
CP4,14,27.567940410145006,right
CP4,15,27.76970966331816,right
CP4,16,29.914046737143213,right
CP4,17,30.14102277944528,right
CP4,18,30.865721893180048,right
CP4,19,31.67379966587625,right
CP4,20,31.911250543773075,right
CP4,21,32.54052484159385,right
CP4,22,32.72940701060515,right
CP4,23,32.926192516943956,right
CP4,24,32.67518726035902,right
CP4,25,32.50426294417074,right
CP4,26,32.238586461250605,right
CP4,27,31.86232413911207,right
CP4,28,30.908669707867084,right
CP4,29,30.04156976666813,right
CP4,30,29.763660679696216,right
CP4,31,27.501474486601744,right
CP4,32,27.24657468293536,right
CP4,33,27.167574824064687,right
CP4,34,24.664188173165854,right
CP4,35,25.925905964073497,right
CP4,36,25.909625681713617,right
CP4,37,26.084855204967607,right
CP4,38,28.981495402529696,right
CP4,39,29.309128295082818,right
CP4,40,30.07269452161017,right
CP4,41,30.986034172778105,right
CP4,42,31.250406785464655,right
CP4,43,32.24953425213604,right
CP4,44,32.62091614179485,right
CP4,45,32.655059905886816,right
CP4,46,32.85845867392696,right
CP4,47,33.09065563297664,right
CP4,48,33.163087258771384,right
CP4,49,33.15907521299898,right
CP4,50,32.82455336089028,right
CP4,51,32.32489746638338,right
CP4,52,32.04118614369853,right
CP4,53,31.46609359581462,right
CP4,54,30.63482306680434,right
CP4,55,30.181474702783827,right
CP4,56,28.894708647844382,right
CP4,57,28.472766317271223,right
CP3,0,37.050484007205384,right
CP3,1,36.98654023120906,right
CP3,2,36.16526491505929,right
CP3,3,34.406710055971715,right
CP3,4,33.00768004486804,right
CP3,5,32.26250958954532,right
CP3,6,33.22311778129625,right
CP3,7,32.847972607866176,right
CP3,8,32.813264455729545,right
CP3,9,32.57418466318662,right
CP3,10,32.54888346382386,right
CP3,11,32.65845186400846,right
CP3,12,32.139222927428634,right
CP3,13,31.91012249242347,right
CP3,14,31.169309240817448,right
CP3,15,31.12848893446063,right
CP3,16,30.626729307604407,right
CP3,17,30.744913915538085,right
CP3,18,29.453769641458898,right
CP3,19,29.348181730029342,right
CP3,20,28.496921428208925,right
CP3,21,26.50779589584517,right
CP3,22,28.014295012222288,right
CP3,23,29.434374726518765,right
CP3,24,30.245110376083492,right
CP3,25,30.136430377165873,right
CP3,26,30.072696168371536,right
CP3,27,31.26305778187809,right
CP3,28,31.384054603995878,right
CP3,29,31.661803532971064,right
CP3,30,31.776898599783806,right
CP3,31,30.476874221093354,right
CP3,32,30.098659457934186,right
CP3,33,30.47704873159123,right
CP3,34,28.01222393341299,right
CP3,35,28.209033446125325,right
CP3,36,27.28971499387047,right
CP3,37,28.79617306672752,right
CP3,38,28.55562723702643,right
CP3,39,28.62920117344983,right
CP3,40,27.640017905497317,right
CP3,41,28.051092167778098,right
CP3,42,28.774807693170374,right
CP3,43,28.657060700708186,right
CP3,44,27.631091580674855,right
CP3,45,27.897950828347135,right
CP3,46,28.326905271833564,right
CP3,47,29.489629954918843,right
CP3,48,29.021359397310285,right
CP3,49,28.630283716996026,right
CP3,50,28.601895731276738,right
CP3,51,28.75509461703907,right
CP3,52,29.343353526378742,right
CP3,53,29.144466606277568,right
CP3,54,28.182961695550787,right
CP3,55,28.06093292564789,right
CP3,56,28.08764597402095,right
CP3,57,28.747268783487932,right
C3,0,34.5782071193555,right
C3,1,34.75740335259921,right
C3,2,35.20218297949588,right
C3,3,33.267391235697275,right
C3,4,33.332830160433275,right
C3,5,32.74153210216034,right
C3,6,32.57073603393701,right
C3,7,30.582548745389296,right
C3,8,30.783712201906326,right
C3,9,30.796515037279185,right
C3,10,30.99629166720264,right
C3,11,30.754677141612888,right
C3,12,30.1853010622423,right
C3,13,29.288029448119595,right
C3,14,29.797550872120837,right
C3,15,29.19181130280776,right
C3,16,28.08218243068673,right
C3,17,27.430526586890927,right
C3,18,25.45054805569012,right
C3,19,22.708638574718112,right
C3,20,21.581750264023825,right
C3,21,20.539702523230623,right
C3,22,20.045952841311745,right
C3,23,20.833241307644812,right
C3,24,20.54759249660851,right
C3,25,20.825322215484064,right
